300/6/2/0/0/1/1/1/1
440/6/1/0/0/0/0/0/0
441/5/0/0/0/1/1/1/1
442/3/3/0/0/0/0/0/0
443/6/4/0/0/0/0/0/0
444/4/7/0/0/1/0/1/0
445/5/3/0/0/1/1/1/1
446/3/3/0/0/0/1/0/1
447/6/4/0/0/0/0/0/0
448/6/3/0/0/0/0/0/0
449/5/3/0/0/0/0/0/0
450/3/3/0/0/1/0/1/0
451/5/2/1/1/0/1/0/1
452/4/1/0/0/0/0/0/0
453/4/2/0/0/2/2/2/2
454/5/4/0/0/0/0/0/0
455/5/1/0/0/1/0/1/0
456/5/5/0/0/0/1/0/1
457/2/2/0/0/0/0/0/0
458/2/0/0/0/0/0/0/0
459/7/3/0/0/0/0/0/0
460/5/3/0/0/1/1/1/1
461/6/5/0/0/0/0/0/0
462/6/3/0/0/0/0/0/0
463/6/4/0/0/2/0/2/0
464/6/1/0/0/2/4/2/4
465/3/5/1/1/1/1/1/1
466/3/3/0/0/0/0/0/0
467/4/3/0/0/1/1/1/1
468/2/3/0/0/0/0/0/0
469/4/2/0/0/1/1/1/1
470/4/1/0/0/0/0/0/0
471/5/2/0/0/1/1/1/1
472/5/2/1/1/0/0/0/0
473/5/1/1/1/0/0/0/0
474/5/3/0/0/0/0/0/0
475/3/1/0/0/2/1/2/1
476/2/2/0/0/0/1/0/1
477/3/2/0/0/2/2/2/2
478/2/5/0/0/0/0/0/0
479/3/2/0/0/0/0/0/0
480/7/7/0/0/0/0/0/0
481/3/6/0/0/1/1/1/1
482/4/5/0/0/0/0/0/0
483/6/2/0/0/1/1/1/1
484/5/4/0/0/0/0/0/0
485/6/5/0/0/0/0/0/0
486/4/5/0/0/2/1/2/1
487/4/6/0/0/0/1/0/1
488/6/7/0/0/0/0/0/0
489/4/6/0/0/1/0/1/0
490/7/2/0/0/1/2/1/2
491/2/5/0/0/0/0/0/0
492/5/4/0/0/0/0/0/0
493/6/3/0/0/0/0/0/0
494/2/1/0/0/0/0/0/0
495/7/6/0/0/1/0/1/0
496/5/2/0/0/0/1/0/1
497/6/5/0/0/1/1/1/1
498/6/4/0/0/0/0/0/0
499/4/8/0/0/1/0/1/0
